"length ball, not much of movement, as Imam lets it go"
"length ball, a hint of away swing, and Imam comes forward and defends"
"drifts down the leg side, and allows him to glance down to fine leg"
"<b>lovely hit.</b> Length ball wide outside off, gets right down, almost under it as it bounces, and swipes it to deep square. Great mobility"
"length ball in at off stump, defended solidly off the back foot"
"length on middle stump, defended solidly down the pitch"
"offcutter, lobbed up at a length on off stump. Defended into the covers"
"overpitched on leg stump, driven on the bounce to silly mid-on"
"length on leg stump, flicked straight to square leg"
"length outside off, punched to extra cover off the back foot"
length ball looping down at an off stump line. Defended off the front foot
"length outside off, dead-batted into the off side"
"length outside off, pushed into the covers off the front foot"
"length at leg stump, defended into the leg side"
"length on off, blocked on the front foot"
<b>big turn</b> saves him from getting a tickle on that. Gets forward to defend outside off stump
"length at leg stump, gets deep in the crease and whips it to fine leg"
"length at off stump, nicely behind this to defend off the back foot"
"<b>ha! An extra less than five minutes after that stat.</b> Length ball wide outside off, left alone. Decent enough ball except Wagner has overstepped"
"length outside off, defended solidly on the front foot"
"length at middle stump, flicked to midwicket"
length ball going slightly away from off. But comfortably defended on the front foot
"full outside off, gets forward to defend with an angled bat. It pings into the leg side off the inside half"
short and coming in at off stump. Backs away for the cut and keeps his eyes on it as it keeps climbing in. Chops it past first slip
"length at off stump, gets forward and gets an inside edge as he looks to defend"
"full outside off, steps out and flicks to long-on"
"length ball just outside off, jumps out of the rough but he gets the bottom hand off and defends this"
"full outside off, dead-batted on the forward defence"
"<b>Ajaz has the last laugh!</b> Shafiq was right on top of him last over, but some old-fashioned tossing it up above the eyeline has won him this contest. Dips rapidly as Shafiq realises he's made a big mistake stepping out. In panic, he heaves wildly at it and gets a top edge that ends up at backward point. Woeful shot, that."
"full and down leg side, allows it to come on and tickles it fine"
"length ball wide outside off, left alone"
"length ball down leg side, can't get bat on it"
"length on leg stump, defended to silly mid-on"
"full on leg stump, tapped to silly mid-on"
"yorker down leg side, misses on the flick"
"tossed up wide outside off, draws him in and in and in. He nearly falls over as he leaves"
"short and wide outside off, gets back in the crease and slaps it past extra cover"
"length outside off, punched to short extra cover off the back foot"
"short of a length and rising up outside off, left alone"
length ball jumping away from a middle stump line. Defended off the back foot
"length at middle, pushed to mid-on off the back foot"
"short of a length just outside off, drops it into the covers with soft hands"
"full inswinger at leg stump, watchfully poked to midwicket"
length ball swinging in at middle and leg. Gets back in the crease and defends solidly
"full inswinger at leg stump, flicked off the inside edge to square leg's right"
"full outswinger just outside off, left alone"
"length ball shaping away outside off, left alone"
"length ball outside off, left alone"
"full outside off, left alone"
"length ball curving away outside off, left alone"
<b>big shout for lbw</b> but there's an inside edge on that. The old set up from CDG. Brings this closer to the stump and shapes it away. He's looking to defend on the front foot
"length outside off, tapped into the covers off the back foot"
"full and wide outside off, left alone"
"length ball just outside off, defended into the covers"
"length ball angled in at the corridor, swinging away late. Left alone"
short of a length and fizzing quickly past the hip as he looks to glance. Can't get bat on it
"length ball outside off, left alone"
"<b>handsome</b> from Haris. Full outswinger outside off, leans nicely into this and punches with a high elbow past Southee at mid-off. Gives the chase and probably wishes he could run back in and bowl with that new ball, the 12th man"
"length ball just outside off, left alone"
"full inswinger at off stump, solidly blocked on the front foot"
"length ball pushed across off stump, left alone"
"length ball outside off, left alone"
"<b>oh so close!</b> That cuts back in off the pitch, in the corridor. Doesn't cover off stump as he leaves this but it's safe"
"length outside off, left alone"
"<b>in the air</b> but hit firmly enough to get it past the bowler. Incoming ball, overpitched on middle stump and he stands tall and punches it past CDG, low to his right"
"length on off stump, blocked on the front foot"
"length at leg stump, defended into the leg side"
<b>shot.</b> New ball perfect for the back foot punch on this slow pitch. Short of a length outside off and he carves it through cover
"<b>and another!</b> What a gorgeous strokemaker this guy is. Short and wide outside off, solidly behind this. So much balance, not a tremor as he cuts this through cover point"
"length ball wide outside off, left alone"
"full outside off, driven on the rise to mid-off"
"full and just outside off, left alone"
"length ball outside off, left alone"
"length ball across off stump, left alone"
"woobly length ball wide outside off, left alone"
"<b>clipped away</b> with authority, past midwicket. Full inswinger on the pads and he leans in a touch and closes the face to get it away"
"full outside off, leans into it on the front foot and drives to sweeper's left"
"short of a length wide outside off, left alone"
<b>crunch.</b> On top of the bounce once again as he gets on his toes. Tapped through cover point as this angles across him. Nicholls chases and tumbles to flick this back in
"full outside off, sliced to deep point off the front foot"
"full on off stump, defended into the off side"
"length ball just outside off, defended towards gully off the back foot"
"length on off stump, watches it carefully onto the bat as he defends this towards point"
"comes in with the angle, and he flicks it away off the backfoot"
comes down the wicket and flicks the ball through midwicket
goes back and drives a length ball towards cover
comes forward and defends a length ball on off stump
"tossed up, and he comes forward to smother the ball dead at his feet"
"a little shorter, and he waits on it before forcing it through point"
"outside off, and moving further away, as Azam shoulders arms to this"
"strays down the pads, and he glances it away comfortably. Fine leg is too square to cut this out"
"straighter, and fuller, and he presses forward and defends"
"fuller ball, on off-stump, and he presses forward to defend"
"length ball, outside off, just keeps a bit low, as he leaves it"
"length ball on off-stump, and he comes forward to defend it with dead bat"
"pitched on offstump, and breaks back <em>sharply</em>, but <em>slowly</em>, and he can ease it away towards cover"
"tossed up, and he goes back to force it away on the offside with the turn"
comes forward to smother the spin on a length ball pitched on off and middle
"looks to use his feet, but Ajaz shortens the length a bit, and Azam adjusts to play it away defensively on the offside"
"flighted again, and pitching on leg, this time Azam comes forward to smother it"
goes back to a length ball and forces it through covers
"angles across Sohail, who is squared up a bit, but is able to defend it away to the offside"
"outside off, and angling further away, and he lets it pass"
"angles across him, on a good length, trying to tempt him into a drive, but he watches it pass through with his arms raised"
"angles across him, but starts from outside off. He lets it pass"
"length ball, again starting from outside off and moving away, and Sohail lets it go"
comes forward and plays it away defensively on the offside
"tossed up, and Azam goes back and guides it past slip towards third man with an open face"
presses forward to defend a ball on a length outside off
comes forward and defends a length ball on offstump
"tossed up, and he presses forward, and the turn takes the inside edge, but lands to the right of short leg"
"shorter in length, and Azam goes back to play a rasping cut. Straight to the sweeper at extra cover"
"uses his feet to get to the pitch of the ball, on a length outside off, and smothers it away on the offside"
"length ball, but strays on to the pads, and he can tuck it away on the onside with a gentle nudge"
"outside off, from a length, and he lets it pass"
"angled <em>way across</em> the batsman, who isn't taking any of the bait on offer"
"straighter ball, but a bit shorter, and allows Sohail to tap it away to the offside"
"length ball, and Azam looks to work it away on the onside with a shuffle. The ball hits the pads, but was clearly sliding down leg"
"<strong>dangerous!</strong> Shoulders arms to a straight ball straightening into him. He chose not to play a shot, and the question before New Zealand could go for a review was whether it had straightened enough to go on to the off stump. They choose not to review it."
"Sohail comes down the pitch to get closer to the ball again, and plays a length ball away to the onside"
"uses his feet, but this time ends up yorking himself, as the ball is fired on off. Skews a shot away to the onside"
"plays a length ball from the crease, just stretching enough to cover the spin, and pushes it through the offside"
"goes back to a shorter ball, and steers it towards mid-on against the spin"
"tossed up, and turning back in, but way outside off stump. Sohail lets it strike the pad after covering the turn"
"chips down the wicket, and takes the ball on the half-volley and glides it down to mid-on with the turn"
"outside off, and going straight on, and he lets it pass"
"length ball, angling into him, and he comes forward to defend it"
"straighter length ball, and he plays it away towards short midwicket"
"outside off, and moving back in, and Sohail shoulders arms"
"strays on to the pads with a fuller ball, and he flicks it away"
"pitched up, and he goes for the uppish drive, but is able to keep it wide of the man at short cover"
beats Sohail with a length ball on offstump. Keeps low as it passes the edge
"fuller ball, straightening into him, and he drives it defensively down the pitch"
"bowled from wider of the crease, and straightening into Sohail, who gets behind the line and defends"
comes forward and defends a length ball straightening into him
"length ball, and he goes back and gets on top of the ball and pushes it away on the offside"
"pitched up, and angling into him, and he defends it to the offside from the crease"
"length ball, pitching on leg and angling across him. Azam is opened up a bit, but able to play it away on the offside. Wants a quick single, but is turned down by Sohail"
"length ball, straight at him, and he goes back and defends"
"pitched up, and he comes forward and drives it towards mid-off. Confident stroke in this over for the first time"
"looks for a fuller ball, but ends up overcooking it. Azam takes it on the full and drives it straight past Boult, and wide of mid-off"
"length ball, and he presses forward to defend"
"outside off, and he latches on to this length ball and creams it towards the deep point fieldsman"
"length ball outside off stump, and he presses forward to defend"
"length ball, angles into him, and he comes forward and defends. Just beaten by the movement a bit, but adjusted late to get his bat down in the right line"
"fuller ball, and he looks to come forward and defend"
"fuller ball, but strays down the leg side, and it goes through past the batsman"
"length ball, and he presses forward to defend"
"fuller ball, curving into him, and he unleashes a beautiful on-drive, but Ajaz Patel at mid-on does well to cut it off"
"length ball on offstump, and he goes back and defends up on his toes"
"pitched up, outside off stump, and he defends. Thought for a while about playing an expansive stroke perhaps, but decided he was in no shape to do so"
"straighter ball, and fuller, and he drives. Does well to keep it low, as it rockets through to the man at short midwicket"
"length ball, and he goes back and defends"
"outside off, and dying on Watling as it goes through. Sohail watches like an uninterested bystander waiting for his cup of tea to be served"
"length ball, straightens into him, but he defends comfortably off the crease"
"length ball, on off, and Azam presses forward to defend"
"pitched up, and this time he drives it through covers. The fielder there failed to cut it off, and that allows a couple of runs to be taken easily"
"length ball, jags back in, and hits the pads, but surely took the inside edge of the bat first. A loud appeal at first, but then the New Zealanders get back to preparing for the next ball"
"straighter ball, and he comes forward and squirts it away to the onside"
"length ball on off stump, moving in, and again he presses forward to defend"
"length ball, but starts way outside off-stump, as Azam watches it through"
"length ball, outside off, and Sohail goes up on his toes and defends"
"length ball, moving back into him, but he plays it defensively from the crease. Sohail is getting behind the line, but not fiddling with anything other than straight balls"
"length ball, and cutting back into him, and he defends"
"pitched up, and he looks to flick it away, but Williamson at short midwicket stops it. It was <strong>travelling</strong>!"
"fuller ball, but strays onto the pads in the process, and he can flick it away beyond Williamson this time to square leg"
"fuller ball, and straighter in line, and he defends from the crease"
"length ball, on offstump, and he presses forward to defend"
"length ball on offstump, and he presses forward to defend"
"fuller ball, and angling into him from around the stumps, and he blocks"
"length ball, but more outside off, and this time Sohail can use the pace of the ball to steer it towards third man"
"straighter ball, and he looks to work it away on the onside. Goes too close to short midwicket"
"strays down the pads, and he looks to glance it away. Takes the pads, perhaps, but Watling does well to cut it off, diving away to his left. Good stuff!"
"fuller ball, outside off, and he can ease into a drive. Takes him to 94 now!"
"fuller, on off stump, and he drives, but cannot beat short cover"
"fuller ball, on offstump, and he presses forward and defends"
"strays down the pads, and he is able to glance this fine enough. <strong>Just two short of that hundred now</strong>!"
"length ball, on offstump, and he shoulders arms"
"fires this outside off, with a hint of movement back in. Sohail drives, but cannot beat short cover"
"bangs the first in short, but the line is outside off. Gives Azam time to plonk it away on the onside, rolling his wrists along the way"
"comes round the wicket, and bangs this in short too. Sohail ducks under it, but must be careful, as the ball didn't get up much"
"short again, and starts from outside leg. Angled across the batsman, but this is hardly the pitch to get any purchase with this length. Sohail ducks under it again"
"short again, but closer to the stumps. Sohail gets up on his toes and drives it towards cover"
"short ball yet again, and Sohail ducks under it. The commentators have a laugh about how umpire Paul Reiffel isn't calling them short balls, but they are not really rearing up enough"
"short, and this time close to his body, and he can flick it away towards long leg."
<b>massive appeal.</b> But he's got an inisde edge on the forward defence
"full outside off, jams it down the pitch"
"<b>inside edge</B>. As he pushes forward outside off. This jumps up and lobs into the leg side off his bat, but there's no short leg"
"<b>beaten in flight</b>, but he manages to get his body behind it and poke into the off side. That was pushed through flat"
"length on off stump, defended into the off side"
"<b>beaten in flight again</b> but he manages to get some pad on this. Nervous, nervous batting from Haris. Steps out and if this didn't turn into him, he'd be gone"
"short and wide outside off, left alone"
"length ball wide outside off, left alone"
"bouncer down leg side, ducks under it"
"full and wide outside off, jams it into the covers, well away from the body"
"nicely timed, but straight to cover. Overpitched outside off, half a stride and a high elbow on this drive"
"short one at off stump, hurriedly pulls, but harmlessly in the end. Straight to midwicket"
"<b>'no!'</b> screams Haris, after driving this to mid-on. Thought about it and Babar was responsive, but a quick change in mind and a good call"
"length outside off, leans in and defends on the front foot. Thick inside edge towards short midwicket"
<b>inside edge</b> as he looks to punch through the off side against a big turner. Gosh this anxious from Haris. Onto this thigh guard as he's still on the move
"<b>nearly runs past this!</b> A googly from Sodhi, short and wide and he has stepped out too early. Just manages to stab at this and get bat on it"
"<b>there it is!</b> The pursuit of that last run has been like much of the rest of his innings. A bit of a struggle, some of his doing, but like the rest of his innings, he has survived, he has kept his head about it, and he's brought up the runs. Second Test hundred for Haris Sohail, got by tucking a full ball to mid-on's left. He's been good down the ground, and that's where he gets the big run. A relieved acknowledgement of the dressing room, most of which was in splits over the last few minutes. Kisses the ground, says a prayer, and a reserved smile from the man"
"length on middle stump, defended off the inside half"
back to the grind. A bouncer slanted in at middle stump line. Gets under it to let it pass
"length on middle stump, solidly behind to defend this"
"another short one, down leg side and left alone"
"bouncer dug in too short, gets under it easily"
"length on middle stump, defended to mid-on off the inside half"
"short ball down leg side, left alone"
"<b>clean hit.</b> Babar goes against the turn, but he's got it completely right because of his footwork. Meets it at a length outside off and puts in a lovely golf swing to send it high over long-on"
"full on leg stump, defended into the leg side"
"dropped short on middle stump, backs away and slaps it to the deep midwicket boundary with a pull"
"length outside off, blocked on the front foot"
"full on off stump, skids straight on and takes the inside edge to short fine as he looks to drive through the off side"
"full toss outside off, flicked down to long-on"
"length on middle stump, driven to mid-on, on the rise"
"full and into the pads, flicked uppishly to deep square"
"full and wide outside off, left alone"
<b>falls short of gully.</b> Length ball pushed across the corridor and he drives on the up with an open face. That's loose. Just survives
"full and wide outside off, driven gently to sweeper's right"
"length at off stump, blocked into the covers"
"length at off stump, blocked on the front foot"
"short and wide outside off, cut to sweeper cover"
short and spinning in at off stump. Backs away and cuts through point
"short and just outside off. One again he backs into the leg side, watches closely and chops it square"
"full outside off, flicked to short midwicket's right"
"short and in at off stump, tapped into the covers"
"length ball down leg side, flicked uppishly past leg gully to fine leg"
"bouncer down leg side, left alone"
"bouncer across off stump, ducks under it"
"bouncer at off stump, controlled hook along the floor to deep square"
short and climbing up at leg stump. Ducks under it
"short at off stump, defended to cover"
"length outside off, defended into the covers off the front foot"
full and just outside off. Dead-batted down the pitch
"full on off stump, defended to midwicket off the inside half"
"steps out and makes it a full toss, but his attempted slog is mistimed and goes along the ground to midwicket"
"length at leg stump, defends with a closed face into the leg side"
"short of a length just outside off, opens the face for the late cut but Taylor gets a hand on it to his right at slip"
"length at off stump, defended into the covers"
"length at leg stump, flicked to leg gully"
"full toss on leg stump, flicked to deep square's right"
"length ball wide outside off, left alone"
"length and just outside off, poked into the off side"
"full on off stump, defended to mid-on off the front foot"
"length outside off, defended on the front foot"
"tossed up full outside off, flicked to long-on"
"full on off stump, tapped with the turn to extra cover"
"length at off stump, blocked on the front foot"
"full on leg stump, flicked to long-on, against the turn <b>to bring up his fifty</b>"
"length at leg stump, flicked to short fine's right"
length ball drifted down leg side. Turns too. Watling collects
"full outside off, dead-batted down the pitch"
"full on leg stump, pushed to midwicket"
"length on middle stump, flicked to midwicket"
"full on middle stump, flicked with the turn to long-on"
<b>beaten on the outside edge.</b> Short of a length ball turning and bouncing sharply as he backs away and looks for the cut. Complete loss of balance there
"length outside off, punched to sweeper cover off the back foot"
"length on leg stump, flicked to short fine's right"
"length on leg stump, poked to midwicket off the front foot"
"length on off stump, blocked on the front foot"
"length on middle stump, dead-batted into the pitch"
"short of a length on leg stump, flicked to short fine's right"
"tossed up, turning in from off stump, and played away defensively off the front foot"
"shorter in length, and he has swivelled on to his backfoot and pulled it away. That's the way to bat here - take full toll of scoring chances when offered those!"
"short again, and he works it off his legs as the ball turns from middle beyond leg"
"short and wide, and allows Sohail time to rock back and ease it towards backward point"
"tossed up, and he comes forward to defend"
"fuller, and he flicks it to square leg"
"short and outside off, and he rocks back to cut it and gets it fine enough to make the man at point run around"
"tossed up, and he does well to dab it away towards backward point off the front foot"
"fuller ball, and he went back to cut, <strong>and got the outside edge! How did Ross Taylor miss that?</strong> Anticipates the wrong way, and allows the ball to trickle away to the fence!"
"tossed up, and pitches on leg and straightens. This time, Azam comes forward to defend"
presses forward to defend a straight length ball
bowled from closer to the stumps and coming back in with the arm. <strong>Azam goes back and jams his bat down just in time</strong>!
"short and he goes back to cut, but cannot beat the man at point"
"short and wide, and he looks to cut, but cannot beat point"
comes forward to smother the spin on a straight length ball
comes forward and defends a length ball on offstump
"tossed up, and he drives uppishly, off the outside of the bat, but it trickles away towards third man"
"length ball, and he opts to go back and cut it. Finds Sodhi at point"
comes forward to defend a length ball
"tossed up, on middle and leg, and allows him to drive it down to long-on"
"length ball, and he plays it off the backfoot to flick it away beyond the man at short midwicket"
"length ball, and he comes forward to defend"
comes forward to defend a length ball
goes back and defends a straight ball outside off
goes back to a short ball and cuts it towards backward point
"length ball on offstump, and he comes forward and blocks"
"spinning from off to leg, and he defends off the crease"
"short, and he plays it with the turn from off to leg, to work it away to square leg"
goes back and defends a length ball down the wicket
"short and he goes back to cut it away, but cannot beat point"
"straight ball, and he presses forward to defend"
"straight ball, and he looks to whip it away on the onside, but fielded by the man at short midwicket"
"straight again, on a length, and he plays it straight to midwicket"
"straight again, and he defends down the wicket"
"fuller in length, and bowled only at 121.6kph. He keeps it out comfortably"
"straighter ball, and he is able to work it off his legs to square leg"
"length ball that turns big from off to leg, and he can work it off his pads to square leg"
"short, and he can rock back and cut it away. There's a sweeper at extra cover, though"
"<strong>short, and asking to be hit!</strong> Turns from off to middle, but gives him time to use the depth of the crease and pull it away"
goes back and defends a length ball
"goes back and forces a length ball past the man at point. There's some work to do for the sweeper, who is also a left-handed fielder, and before Boult can rifle his throw in, they have time to pick up three"
defends a length ball on offstump
"straight ball, cutting back into Azam, who comes forward and defends compactly"
"straight ball, and again some inward movement. Takes the inside of the bat as he looks to drive it down around his front pad"
"straight ball again, and some inward movement. This time, Azam stays behind the line and defends away on the onside"
"straight ball, and he is able to play it off his hips to square leg"
"outside off stump, and he shoulders arms, as CDG comes around the wicket"
"straight ball, and this time he defends it straight down the wicket"
"channel outside off, and he lets it pass"
"outside off, and moving away, and he shoulders arms"
"<strong>takes the edge!</strong> This was angled in, and Azam played the wrong line. The ball could easily have cannoned into the offstump, but just took the outside edge and then crept along the ground to third man"
"length ball, and he defends off the front foot"
"<strong>outside off, and dying as it goes through to Watling.</strong> Azam shoulders arms."
"angles into him, and he comes forward to defend"
"length ball, outside off, and he comes forward and blocks"
"length ball, outside off, and he plays it defensively off the crease to the offside"
"outside off, and this time it gives him room to steer it towards backward point"
"comes forward to a length ball, and it runs off his inside edge down to the onside. He doesn't know much about it, but Sohail calls him through for a quick single"
"length ball, that he presses forward and defends straight back down the wicket"
"fuller in length, and he drives it, but straight to mid-off"
"outside off, on a length, and swinging away with the shiny side away from the right-hander. Azam can let this pass"
"outside off, and shaping further away. Azam presses forward, and then takes his bat out of the way"
"outside off, and a bit quicker (132.4k) this time. Azam gets a cut going, but cannot beat the man at gully"
"outside off, and this time Azam looks to drive but plays inside the line of it. Missed the outside edge, but not by much!"
"strays on to the pads, and allows him to whip it away off his legs down to long leg"
"shorter in length, and cutting into him from wide of the crease. He is up on his tippy-toes to defend"
"length ball, and he presses forward to block"
"length ball, and he plays it defensively off the crease"
comes forward to defend a length ball
"fuller in length, and he drives it back to de Grandhomme, who is quick to pick it up and underarm it back at the stumps"
"straight ball, on a length, and he goes back to defend this straight down the wicket"
"strays down the leg side, but Watling does exceptionally well to collect this. <strong>Even checks to see if Sohail has overbalanced,</strong> and then takes his cape off, and puts his glasses back on..."
"shorter in length, and he goes back to defend this straight ball"
"bowled from wide of the crease, and dug in short. Azam plays it off his hips, but cannot beat short midwicket"
"outside off, and pitched up, and he drives it to cover"
"outside off, and moving away from a good length, and Azam lets it pass"
"<strong>a beauty!</strong> Pitches on leg, and swings away, and beats him all ends up. Too good for Azam!"
"angles across him, and he allows the ball to come off the face of the bat to steer it down towards backward point"
"tossed up, on offstump, and he comes forward to drive it down the pitch"
"tossed up, and a bit straighter this time. Sohail plays it late, off the back foot, and steers it past short midwicket"
"uses his feet to chip down the wicket of a ball starting from middle, and whips it away over midwicket. There's a man at long-on who gets around to it, though"
"<strong>TAKE THAT!</strong> Azam skips down the wicket, and goes inside out, with the turn, and goes over the vacant long-off region"
"tossed up still, and he drives it straight back down the wicket"
"presses forward to a length ball, and defends to the offside"
"full ball, and Sohail caught in the crease, but can just jam his bat down in time. It takes the inside edge on to his foot!"
"length ball, and he presses forward to defend"
"outside off, and he is able to ease into it through covers. The ball travels slowly, but teases the fieldsman before crossing over past the ropes"
"cuts back in sharply from a length, and this time Sohail gets behind the line and defends"
"yorker, and swinging in to him. Sohail does well to not overbalance and push it away to the onside"
"fuller ball again, and this time Sohail drives it down the ground"
"length just outside off, defended into the off side on the front foot"
"short and wide outside off, backs away and cuts to long-off off the toe end"
"length at leg stump, pushed to midwicket's left"
"full outside off, nicely to the pitch to drive to sweeper cover"
"googly at a length on middle stump. Gets forward to defend and it's a thick outside edge, rolling past first slip"
"short and wide outside off, mistimed pull to deep midwicket"
"<b>get out of the way Babar!</b> Sohail drills an overpitched ball straight at his partner's helmet, but Babar is alive to the situation and concentrating. Falls to the floor immediately and lets it pass"
"length ball just outside off, poked to deep point's right off the outside half"
"length and just outside off, defended to cover off the front foot"
"length ball wide outside off, left alone"
<b>yorker at leg stump</b> as Babar shuffles a long way. But he watches this very very closely and tickles it fine
"length on off stump, defended off the back foot"
full and into the pads. Flicked through square leg off the front foot
"length and in at off stump, defended on the front foot"
full and swung in at leg stump. Defended into the leg side
"full at leg stump, driven straight to mid-on"
"length outside off, defended to point on the front foot"
"full on middle stump, driven straight back at the bowler"
"full at leg stump, defended to short midwicket off the inside half"
"length outside off, defended to point with the turn"
"full on middle stump, gets forward and follows the turn with his hand as he defends"
"length outside off, blocked on the front foot"
"full on middle stump, driven down the pitch"
"tossed up outside off, driven straight back to the bowler"
length ball fired wide down leg side. Watling does superbly to fling himself at this and parry it to fine leg's left. They come back for a tight second run
"length on off stump, defended off the front foot"
"length ball in at off stump, solidly blocked on the front foot"
"full outside off, drives straight to extra cover"
length on off stump. An offcutter. Defended solidly on the front foot
"length ball just outside off, off the inside edge to square leg as he looks to defend"
"length outside off, blocked on the front foot"
"length ball wide outside off, left alone"
"length ball just outside off, tapped to extra cover's left"
<b>beaten.</b> Ajaz foxes Babar who is in a quite awful position. Feet rooted to the crease as he fires in a quicker one outside off and Babar is looking to drive using only his hands. Narrowly misses off
"length outside off, stabbed to point"
"length outside off, blocked on the front foot"
"length at leg stump, defended to mid-on"
full and dipping late onto the pads. Flicks off the inside half to short midwicket
"length ball just outside off, blocked into the off side"
"offcutter just outside off, defended to point"
"full on leg stump, driven to mid-on off the front foot"
"short of a length outside off, chops to gully's right"
"length at leg stump, defended into the pitch"
"short of a length outside off, punched to cover's left"
"length at middle stump, gets low, allows it to rise and helps it fine with an angled bat. Taylor gives chase and pulls it back"
"length at off stump, turns into the bat and pings through square leg off the inside edge"
"length at off stump, defended off the back foot"
"tossed up at off stump, blocked on the front foot"
"length ball angled down leg side, flicked to fine leg"
"length ball at off stump, shuffles and whips it straight to square leg"
"length at off stump, defended off the back foot"
"short of a length outside off, punched to cover off the back foot"
"slower ball just outside off, blocked on the front foot"
"length ball wide outside off, left alone"
"tossed up outside off, steps out and drives to long-on"
"short of a length outside off, punched to cover off the back foot"
"length outside off, defended off the back foot"
"short and wide outside off, backs away and chops it to sweeper's left"
"length outside off, driven against the turn to extra cover"
"short of a length just outside off, cut to sweeper's right"
"length ball well down leg side, can't get bat on that"
"short of a length outside off, punched to cover's right and steals a run. Gets in the way of a throw at the non-striker's end and doesn't seem happy about it. Not sure why."
"length at off stump, defended down the pitch"
"slower ball, looped up at a length outside off. Blocked on the front foot"
"length outside off, blocked on the front foot"
"full ball at leg stump, flicked to square leg's right"
"length outside off, blocked on the front foot"
"full and drifted in at leg stump, flicked to short fine"
"<b>outside edge</b> but there's no slip in. Length ball floated up outside off, pokes at it with soft hands and gets two for it"
"length outside off, tapped through point on the up"
"length outside off, looks to defend and gets an inside edge onto pad"
"length at off stump, blocked on the front foot"
"<b>run-out chance!</b> Ajaz Patel with some sensational work at backward point, but he can't get the direct hit in. Length ball outside off, he slices on the up and takes off but Ajaz dives one-handed to the left and stops this. Babar was sent back and it would have been marginal if this had hit"
length ball. Slower ball. Defended into the off side
<b>just keeps this out.</b> Beaten by pace again. It's a slower ball at yorker length and he nearly gets him to fall over and chip it
"length outside off, blocked into the covers"
length ball down at leg stump. Shuffles and flicks with the angle to fine leg
<b>crafty.</b> Slower ball at a length just outside off. Arches into the leg side and chops this past gully
"length ball just outside off, blocked on the front foot"
"length outside off, blocked into the covers"
"length on middle stump, leans in and flicks to square leg"
"length outside off, steps out and flicks to short midwicket"
"length on middle stump, tapped to deep midwicket off the back foot"
<b>defended</b> down the pitch. A tossed up all on off and he dead-bats it
"pitched up, and he slices it away past point"
"pitched up on a good length, and he presses forward to defend"
"shaping in off a length, and he defends off the front foot"
"dug in short, and he ducks into it. The ball doesn't bounce a lot, and also passes close to the periscope. Boult calls one for the over himself, and then shares a chuckle with the umpire"
"drifts into the pads, and Sohail is able to flick it beyond short midwicket"
"width on offer, but he can only steer it to point"
"pitches on off and turns in, and he defends from the crease"
"tossed up, and he drives it on the onside, but straight to square leg"
"shorter, and he can rock back and push it away on the onside. Cannot beat the fielder at square leg"
goes back and defends a length ball
"short and he forces it away on the offside, but cannot beat the short cover!"
comes forward and defends this
"<strong>BOULT GETS HIS DUE REWARD!</strong> Length ball, and has Sohail nibbling at it for once. Collected coolly by Watling, and it brings a terrific vigil to an end. Boult has his first, and is just the third Kiwi bowler to have picked a wicket in this match. <b>Also the first wicket for today for the visitors!</b>"
"full ball, angling across him, and Sarfraz just about pokes it away tentatively"
"length ball, outside off, and he pokes it away on the offside. There's hesitation, but the fielder at point cannot pick it up"
"length ball, angles across him, and he defends it off the crease."
"<strong>THIS TIME HE MAKES NO MISTAKE!</strong> Strays on to the pads off a length, and he tucks it away off his pads, and picks up the runs to bring up his first Test century. <strong>Puffs his cheeks in relief, as Sarfraz comes in and gives him some glove-love. Well played, young man!</strong>"
"length ball on off stump, and he defends"
"outside off, and beats the outside edge, as he looks to steer it torwards third man"
defends a length ball with a forward press
"looks to sweep a length ball, and it nearly carries to Raval fielding at square leg. Uppish, but just short!"
"shimmies down the track, and takes the ball on the half-volley, and forces it with some power through the mid-off region"
"tossed up, and he uses the spin and the pace of the ball to steer it towards backward point"
"short in length, and he can go back and cut it away to the sweeper at backward point"
"length ball, angles across him, and he goes back and defends"
"length ball, angles across him, and he dabs it away off the back foot to the offside"
"length ball, a bit straighter and quicker (136k) and Sarfraz is happy to defend this off the crease"
"<strong>DROPPED AT SECOND SLIP!</strong> Fast and full, and wide of offstump, and he looks to guide it towards third man. Latham, with the helmet on, sees the ball go in and out. Poor from New Zealand"
"length ball on the pads, and he nurdles it away towards long leg"
"length ball, on offstump, that he defends off the crease"
"length ball, and he does well to hang back and then push it away past point"
comes forward and defends a length ball
presses forward to a length ball and defends
goes back to a shorter ball and pushes it through point
"tossed up, and he goes for a sweep, but misses it. <strong>New Zealand want to review this for LBW!</strong> The ball is pitched on middle and then straightens, but the only issue could be height, as it seems to have eluded both bat and glove, as Sarfraz looks to lap it down to fine leg. There's a hint of deviation when it comes close to the gloves, and that will be the decisive factor for TV umpire Ian Gould. <b>Yes, it has taken the glove along the way</b>, that too of the bottom hand! The ball then went into his body and on to the ground. Will stay not out."
short and he pushes it through covers
"angles across him, but is short in length, and he punches it off the backfoot. A great bit of work from the man at cover, Raval, who is able to pull it back <i>just in time</i>"
"short, and he pulls it away with languid ease. Doesn't need much of footwork either, as he leans back and goes in front of square on the onside. Top-notch!"
"fuller ball, and with some late swing away from Azam, who is square up, but is able to take it on the full and defend"
"length ball, and quick! Clocks at 135k as it angles across Azam, who comes forward to defend"
"length ball, outside off, and he presses forward to defend"
"length ball, and he presses forward to defend it on off-stump"
